showRange,movieNm,movieCd,rank,movieId
20181029~20181104,할로윈,20180987,6,205
20181029~20181104,암수살인,20179189,7,206
20181029~20181104,미쓰백,20189067,8,207
20181029~20181104,스타 이즈 본,20180523,9,203
20181029~20181104,크레이지 리치 아시안,20182403,10,208
20181022~20181028,창궐,20174981,1,199
20181022~20181028,암수살인,20179189,2,206
20181022~20181028,퍼스트맨,20186321,3,209
20181022~20181028,미쓰백,20189067,4,207
20181022~20181028,베놈,20177221,5,210
20181022~20181028,크레이지 리치 아시안,20182403,6,208
20181022~20181028,해리포터와 마법사의 돌,20010291,7,200
20181022~20181028,스타 이즈 본,20180523,8,203
20181022~20181028,완벽한 타인,20177538,9,185
20181022~20181028,곰돌이 푸 다시 만나 행복해,20189123,10,211
20181015~20181021,암수살인,20179189,1,206
20181015~20181021,베놈,20177221,2,210
20181015~20181021,퍼스트맨,20186321,3,209
20181015~20181021,미쓰백,20189067,4,207
20181015~20181021,스타 이즈 본,20180523,5,203
20181015~20181021,곰돌이 푸 다시 만나 행복해,20189123,6,211
20181015~20181021,안시성,20176122,7,212
20181015~20181021,배반의 장미,20184678,8,213
20181015~20181021,펭귄 하이웨이,20187521,9,214
20181015~20181021,액슬,20180628,10,215
20181008~20181014,암수살인,20179189,1,206
20181008~20181014,베놈,20177221,2,210
20181008~20181014,안시성,20176122,3,212
20181008~20181014,미쓰백,20189067,4,207
20181008~20181014,곰돌이 푸 다시 만나 행복해,20189123,5,211
20181008~20181014,스타 이즈 본,20180523,6,203
20181008~20181014,다이노 어드벤처2: 육해공 공룡 대백과,20180770,7,216
20181008~20181014,셜록 놈즈,20189462,8,217
20181008~20181014,협상,20177308,9,218
20181008~20181014,에브리데이,20188661,10,219
20181001~20181007,베놈,20177221,1,210
20181001~20181007,암수살인,20179189,2,206
20181001~20181007,안시성,20176122,3,212
20181001~20181007,곰돌이 푸 다시 만나 행복해,20189123,4,211
20181001~20181007,협상,20177308,5,218
20181001~20181007,명당,20172204,6,220
20181001~20181007,원더풀 고스트,20167903,7,221
20181001~20181007,셜록 놈즈,20189462,8,217
20181001~20181007,더 넌,20189262,9,222
20181001~20181007,서치,20185046,10,223
20180924~20180930,안시성,20176122,1,212
20180924~20180930,명당,20172204,2,220
20180924~20180930,협상,20177308,3,218
20180924~20180930,더 넌,20189262,4,222
20180924~20180930,원더풀 고스트,20167903,5,221
20180924~20180930,서치,20185046,6,223
20180924~20180930,극장판 요괴워치 섀도사이드: 도깨비왕의 부활,20188304,7,224
20180924~20180930,루이스,20189268,8,225
20180924~20180930,에그엔젤 코코밍: 두근두근 핼러윈 파티,20180167,9,226
20180924~20180930,극장판 뽀잉: 슈퍼 변신의 비밀,20189746,10,227
20180917~20180923,안시성,20176122,1,212
20180917~20180923,명당,20172204,2,220
20180917~20180923,협상,20177308,3,218
20180917~20180923,더 넌,20189262,4,222
20180917~20180923,서치,20185046,5,223
20180917~20180923,물괴,20156554,6,228
20180917~20180923,극장판 요괴워치 섀도사이드: 도깨비왕의 부활,20188304,7,224
20180917~20180923,너의 결혼식,20153446,8,229
20180917~20180923,루이스,20189268,9,225
20180917~20180923,더 프레데터,20188581,10,230
20180910~20180916,서치,20185046,1,223
20180910~20180916,물괴,20156554,2,228
20180910~20180916,너의 결혼식,20153446,3,229
20180910~20180916,더 프레데터,20188581,4,230
20180910~20180916,업그레이드,20189362,5,231
20180910~20180916,상류사회,20177537,6,232
20180910~20180916,맘마미아!2,20181942,7,233
20180910~20180916,신과함께-인과 연,20186202,8,234
20180910~20180916,공작,20179101,9,235
20180910~20180916,안시성,20176122,10,212
20180903~20180909,서치,20185046,1,223
20180903~20180909,너의 결혼식,20153446,2,229
20180903~20180909,상류사회,20177537,3,232
20180903~20180909,업그레이드,20189362,4,231
20180903~20180909,신과함께-인과 연,20186202,5,234
20180903~20180909,맘마미아!2,20181942,6,233
20180903~20180909,공작,20179101,7,235
20180903~20180909,목격자,20170670,8,236
20180903~20180909,어드리프트:우리가 함께한 바다,20189261,9,237
20180903~20180909,나를 차버린 스파이,20187647,10,238
20180827~20180902,너의 결혼식,20153446,1,229
20180827~20180902,서치,20185046,2,223
20180827~20180902,상류사회,20177537,3,232
20180827~20180902,목격자,20170670,4,236
20180827~20180902,신과함께-인과 연,20186202,5,234
20180827~20180902,공작,20179101,6,235
20180827~20180902,맘마미아!2,20181942,7,233
20180827~20180902,나를 차버린 스파이,20187647,8,238
20180827~20180902,미션 임파서블: 폴아웃,20181181,9,239
20180827~20180902,그래비티,20139221,10,240
20180820~20180826,너의 결혼식,20153446,1,229
20180820~20180826,목격자,20170670,2,236
20180820~20180826,공작,20179101,3,235
20180820~20180826,신과함께-인과 연,20186202,4,234
20180820~20180826,맘마미아!2,20181942,5,233
20180820~20180826,나를 차버린 스파이,20187647,6,238
20180820~20180826,몬스터 호텔 3,20184802,7,241
20180820~20180826,메가로돈,20183584,8,242
20180820~20180826,미션 임파서블: 폴아웃,20181181,9,239
20180820~20180826,마일22,20187657,10,243
20180813~20180819,공작,20179101,1,235
20180813~20180819,신과함께-인과 연,20186202,2,234
20180813~20180819,목격자,20170670,3,236
20180813~20180819,맘마미아!2,20181942,4,233
20180813~20180819,메가로돈,20183584,5,242
20180813~20180819,몬스터 호텔 3,20184802,6,241
20180813~20180819,미션 임파서블: 폴아웃,20181181,7,239
20180813~20180819,극장판 도라에몽: 진구의 보물섬,20187641,8,244
20180813~20180819,명탐정 코난 : 제로의 집행인,20187427,9,245
20180813~20180819,극장판 헬로카봇 : 백악기 시대,20186501,10,246
20180806~20180812,신과함께-인과 연,20186202,1,234
20180806~20180812,공작,20179101,2,235
20180806~20180812,맘마미아!2,20181942,3,233
20180806~20180812,미션 임파서블: 폴아웃,20181181,4,239
20180806~20180812,몬스터 호텔 3,20184802,5,241
20180806~20180812,명탐정 코난 : 제로의 집행인,20187427,6,245
20180806~20180812,극장판 헬로카봇 : 백악기 시대,20186501,7,246
20180806~20180812,인크레더블 2,20183361,8,247
20180806~20180812,신비아파트: 금빛 도깨비와 비밀의 동굴,20185242,9,248
20180806~20180812,어느 가족,20186121,10,249
20180730~20180805,신과함께-인과 연,20186202,1,234
20180730~20180805,미션 임파서블: 폴아웃,20181181,2,239
20180730~20180805,인크레더블 2,20183361,3,247
20180730~20180805,극장판 헬로카봇 : 백악기 시대,20186501,4,246
20180730~20180805,신비아파트: 금빛 도깨비와 비밀의 동굴,20185242,5,248
20180730~20180805,인랑,20170942,6,250
20180730~20180805,맘마미아!2,20181942,7,233
20180730~20180805,어느 가족,20186121,8,249
20180730~20180805,앤트맨과 와스프,20180522,9,251
20180730~20180805,마녀,20185341,10,252
20180723~20180729,미션 임파서블: 폴아웃,20181181,1,239
20180723~20180729,인크레더블 2,20183361,2,247
20180723~20180729,인랑,20170942,3,250
20180723~20180729,신비아파트: 금빛 도깨비와 비밀의 동굴,20185242,4,248
20180723~20180729,앤트맨과 와스프,20180522,5,251
20180723~20180729,마녀,20185341,6,252
20180723~20180729,스카이스크래퍼,20181443,7,253
20180723~20180729,어느 가족,20186121,8,249
20180723~20180729,독전: 익스텐디드 컷,20188042,9,254
20180723~20180729,신은 죽지 않았다 3: 어둠 속의 빛,20186001,10,255
20180716~20180722,인크레더블 2,20183361,1,247
20180716~20180722,앤트맨과 와스프,20180522,2,251
20180716~20180722,마녀,20185341,3,252
20180716~20180722,스카이스크래퍼,20181443,4,253
20180716~20180722,독전: 익스텐디드 컷,20188042,5,254
20180716~20180722,호텔 아르테미스,20185621,6,256
20180716~20180722,속닥속닥,20180282,7,257
20180716~20180722,미드나잇 선,20184845,8,258
20180716~20180722,변산,20174369,9,259
20180716~20180722,신은 죽지 않았다 3: 어둠 속의 빛,20186001,10,255
20180709~20180715,앤트맨과 와스프,20180522,1,251
20180709~20180715,마녀,20185341,2,252
20180709~20180715,스카이스크래퍼,20181443,3,253
20180709~20180715,속닥속닥,20180282,4,257
20180709~20180715,변산,20174369,5,259
20180709~20180715,탐정: 리턴즈,20178161,6,260
20180709~20180715,미드나잇 선,20184845,7,258
20180709~20180715,허스토리,20172469,8,261
20180709~20180715,빅샤크: 매직체인지,20185001,9,262
20180709~20180715,"오늘 밤, 로맨스 극장에서",20182564,10,263
20180702~20180708,앤트맨과 와스프,20180522,1,251
20180702~20180708,마녀,20185341,2,252
20180702~20180708,변산,20174369,3,259
20180702~20180708,탐정: 리턴즈,20178161,4,260
20180702~20180708,허스토리,20172469,5,261
20180702~20180708,쥬라기 월드: 폴른 킹덤,20179086,6,264
20180702~20180708,시카리오: 데이 오브 솔다도,20184721,7,265
20180702~20180708,미드나잇 선,20184845,8,258
20180702~20180708,오션스8,20184903,9,266
20180702~20180708,빅샤크: 매직체인지,20185001,10,262
20180625~20180701,마녀,20185341,1,252
20180625~20180701,탐정: 리턴즈,20178161,2,260
20180625~20180701,쥬라기 월드: 폴른 킹덤,20179086,3,264
20180625~20180701,오션스8,20184903,4,266
20180625~20180701,허스토리,20172469,5,261
20180625~20180701,시카리오: 데이 오브 솔다도,20184721,6,265
20180625~20180701,미드나잇 선,20184845,7,258
20180625~20180701,독전,20179383,8,267
20180625~20180701,빅샤크: 매직체인지,20185001,9,262
20180625~20180701,여중생A,20184101,10,268
20180618~20180624,탐정: 리턴즈,20178161,1,260
20180618~20180624,쥬라기 월드: 폴른 킹덤,20179086,2,264
20180618~20180624,오션스8,20184903,3,266
20180618~20180624,독전,20179383,4,267
20180618~20180624,미드나잇 선,20184845,5,258
20180618~20180624,여중생A,20184101,6,268
20180618~20180624,아이 필 프리티,20185081,7,269
20180618~20180624,아일라,20184689,8,270
20180618~20180624,아바타,20090834,9,271
20180618~20180624,유전,20184801,10,272
20180611~20180617,쥬라기 월드: 폴른 킹덤,20179086,1,264
20180611~20180617,탐정: 리턴즈,20178161,2,260
20180611~20180617,오션스8,20184903,3,266
20180611~20180617,독전,20179383,4,267
20180611~20180617,아이 필 프리티,20185081,5,269
20180611~20180617,유전,20184801,6,272
20180611~20180617,극장판 포켓몬스터DP - 디아루가 VS 펄기아 VS 다크라이,20135305,7,273
20180611~20180617,데드풀 2,20176848,8,274
20180611~20180617,허스토리,20172469,9,261
20180611~20180617,토니스토리2: 고철왕국의 친구들,20184512,10,275
20180604~20180610,쥬라기 월드: 폴른 킹덤,20179086,1,264
20180604~20180610,독전,20179383,2,267
20180604~20180610,데드풀 2,20176848,3,274
20180604~20180610,극장판 포켓몬스터DP - 디아루가 VS 펄기아 VS 다크라이,20135305,4,273
20180604~20180610,아이 필 프리티,20185081,5,269
20180604~20180610,유전,20184801,6,272
20180604~20180610,어벤져스: 인피니티 워,20177478,7,276
20180604~20180610,벅스 프렌즈,20184261,8,277
20180604~20180610,트루스 오어 데어,20183801,9,278
20180604~20180610,버닝,20173202,10,279
20180528~20180603,독전,20179383,1,267
20180528~20180603,데드풀 2,20176848,2,274
20180528~20180603,어벤져스: 인피니티 워,20177478,3,276
20180528~20180603,트루스 오어 데어,20183801,4,278
20180528~20180603,한 솔로: 스타워즈 스토리,20180789,5,280
20180528~20180603,버닝,20173202,6,279
20180528~20180603,피터 래빗,20183084,7,281
20180528~20180603,데자뷰,20173865,8,282
20180528~20180603,"스탠바이, 웬디",20176053,9,283
20180528~20180603,"안녕, 나의 소녀",20182046,10,284
20180521~20180527,독전,20179383,1,267
20180521~20180527,데드풀 2,20176848,2,274
20180521~20180527,어벤져스: 인피니티 워,20177478,3,276
20180521~20180527,피터 래빗,20183084,4,281
20180521~20180527,트루스 오어 데어,20183801,5,278
20180521~20180527,버닝,20173202,6,279
20180521~20180527,한 솔로: 스타워즈 스토리,20180789,7,280
20180521~20180527,"안녕, 나의 소녀",20182046,8,284
20180521~20180527,레슬러,20177005,9,285
20180521~20180527,위 베어 베어스: 베이비 베어스,20184513,10,286
20180514~20180520,데드풀 2,20176848,1,274
20180514~20180520,어벤져스: 인피니티 워,20177478,2,276
20180514~20180520,버닝,20173202,3,279
20180514~20180520,레슬러,20177005,4,285
20180514~20180520,피터 래빗,20183084,5,281
20180514~20180520,챔피언,20189783,6,287
20180514~20180520,"안녕, 나의 소녀",20182046,7,284
20180514~20180520,마징가 Z: 인피니티,20183321,8,288
20180514~20180520,당갈,20182561,9,289
20180514~20180520,"부르고뉴, 와인에서 찾은 인생",20176067,10,290
20180507~20180513,어벤져스: 인피니티 워,20177478,1,276
20180507~20180513,레슬러,20177005,2,285
20180507~20180513,챔피언,20189783,3,287
20180507~20180513,커다랗고 커다랗고 커다란 배,20182989,4,291
20180507~20180513,얼리맨,20182984,5,292
20180507~20180513,당갈,20182561,6,289
20180507~20180513,루비 스팍스,20137352,7,293
20180507~20180513,"부르고뉴, 와인에서 찾은 인생",20176067,8,290
20180507~20180513,"그날, 바다",20182352,9,294
20180507~20180513,매직빈,20182385,10,295
20180430~20180506,어벤져스: 인피니티 워,20177478,1,276
20180430~20180506,챔피언,20189783,2,287
20180430~20180506,얼리맨,20182984,3,292
20180430~20180506,"그날, 바다",20182352,4,294
20180430~20180506,커다랗고 커다랗고 커다란 배,20182989,5,291
20180430~20180506,매직빈,20182385,6,295
20180430~20180506,레오나르도 다 빈치,20183195,7,296
20180430~20180506,레슬러,20177005,8,285
20180430~20180506,당갈,20182561,9,289
20180430~20180506,원더스트럭,20176069,10,297
20180423~20180429,어벤져스: 인피니티 워,20177478,1,276
20180423~20180429,램페이지,20176917,2,298
20180423~20180429,"그날, 바다",20182352,3,294
20180423~20180429,콰이어트 플레이스,20181788,4,299
20180423~20180429,살인소설,20167007,5,300
20180423~20180429,당갈,20182561,6,289
20180423~20180429,바람 바람 바람,20153447,7,301
20180423~20180429,나를 기억해,20177266,8,302
20180423~20180429,레디 플레이어 원,20171122,9,303
20180423~20180429,레오나르도 다 빈치,20183195,10,296
20180416~20180422,램페이지,20176917,1,298
20180416~20180422,"그날, 바다",20182352,2,294
20180416~20180422,콰이어트 플레이스,20181788,3,299
20180416~20180422,레디 플레이어 원,20171122,4,303
20180416~20180422,바람 바람 바람,20153447,5,301
20180416~20180422,나를 기억해,20177266,6,302
20180416~20180422,곤지암,20180804,7,304
20180416~20180422,덕구,20181561,8,305
20180416~20180422,정글번치: 최강 악당의 등장,20182360,9,306
20180416~20180422,크리미널 스쿼드,20182701,10,307
20180409~20180415,램페이지,20176917,1,298
20180409~20180415,바람 바람 바람,20153447,2,301
20180409~20180415,레디 플레이어 원,20171122,3,303
20180409~20180415,곤지암,20180804,4,304
20180409~20180415,콰이어트 플레이스,20181788,5,299
20180409~20180415,"그날, 바다",20182352,6,294
20180409~20180415,덕구,20181561,7,305
20180409~20180415,지금 만나러 갑니다,20170669,8,308
20180409~20180415,머니백,20165045,9,309
20180409~20180415,레이디 버드,20178424,10,310
20180402~20180408,곤지암,20180804,1,304
20180402~20180408,레디 플레이어 원,20171122,2,303
20180402~20180408,바람 바람 바람,20153447,3,301
20180402~20180408,지금 만나러 갑니다,20170669,4,308
20180402~20180408,덕구,20181561,5,305
20180402~20180408,7년의 밤,20154908,6,311
20180402~20180408,레이디 버드,20178424,7,310
20180402~20180408,번개맨과 신비의 섬,20182021,8,312
20180402~20180408,콜 미 바이 유어 네임,20178522,9,313
20180402~20180408,콰이어트 플레이스,20181788,10,299
20180326~20180401,곤지암,20180804,1,304
20180326~20180401,레디 플레이어 원,20171122,2,303
20180326~20180401,지금 만나러 갑니다,20170669,3,308
20180326~20180401,7년의 밤,20154908,4,311
20180326~20180401,퍼시픽 림: 업라이징,20174603,5,314
20180326~20180401,콜 미 바이 유어 네임,20178522,6,313
20180326~20180401,리틀 포레스트,20170841,7,315
20180326~20180401,미니특공대X,20181366,8,316
20180326~20180401,사라진 밤,20178781,9,317
20180326~20180401,소공녀,20173962,10,318
20180319~20180325,지금 만나러 갑니다,20170669,1,308
