showRange,movieNm,rank,movieCd,openDt,audiAcc
20121022~20121028,메리다와 마법의 숲,7,20127634,2012-09-27,1186500
20121022~20121028,파라노말 액티비티4,8,20129079,2012-10-25,43270
20121022~20121028,위험한 관계,9,20129626,2012-10-11,293255
20121022~20121028,조조-황제의 반란,10,20120021,2012-10-18,73424
20121015~20121021,"광해, 왕이 된 남자",1,20124079,2012-09-13,10256428
20121015~20121021,용의자X,2,20124057,2012-10-18,634282
20121015~20121021,회사원,3,20113886,2012-10-11,970152
20121015~20121021,루퍼,4,20128270,2012-10-11,451724
20121015~20121021,위험한 관계,5,20129626,2012-10-11,255221
20121015~20121021,점쟁이들,6,20113887,2012-10-03,935818
20121015~20121021,메리다와 마법의 숲,7,20127634,2012-09-27,1139033
20121015~20121021,조조-황제의 반란,8,20120021,2012-10-18,49133
20121015~20121021,로우리스: 나쁜 영웅들,9,20129407,2012-10-18,46815
20121015~20121021,테이큰 2,10,20128447,2012-09-27,2304264
20121008~20121014,"광해, 왕이 된 남자",1,20124079,2012-09-13,9344622
20121008~20121014,회사원,2,20113886,2012-10-11,583166
20121008~20121014,루퍼,3,20128270,2012-10-11,248227
20121008~20121014,점쟁이들,4,20113887,2012-10-03,844887
20121008~20121014,테이큰 2,5,20128447,2012-09-27,2267562
20121008~20121014,위험한 관계,6,20129626,2012-10-11,139370
20121008~20121014,메리다와 마법의 숲,7,20127634,2012-09-27,1072579
20121008~20121014,간첩,8,20124400,2012-09-20,1301995
20121008~20121014,19곰 테드,9,20129166,2012-09-27,256849
20121008~20121014,프랑켄위니,10,20129766,2012-10-11,30327
20121001~20121007,"광해, 왕이 된 남자",1,20124079,2012-09-13,8220438
20121001~20121007,테이큰 2,2,20128447,2012-09-27,2094492
20121001~20121007,메리다와 마법의 숲,3,20127634,2012-09-27,963091
20121001~20121007,점쟁이들,4,20113887,2012-10-03,617454
20121001~20121007,간첩,5,20124400,2012-09-20,1255724
20121001~20121007,19곰 테드,6,20129166,2012-09-27,217239
20121001~20121007,늑대아이,7,20127494,2012-09-13,297532
20121001~20121007,테드: 황금도시 파이티티를 찾아서,8,20129092,2012-09-20,202036
20121001~20121007,피에타,9,20124934,2012-09-06,597386
20121001~20121007,도둑들,10,20124034,2012-07-25,12979237
20120924~20120930,"광해, 왕이 된 남자",1,20124079,2012-09-13,5234315
20120924~20120930,테이큰 2,2,20128447,2012-09-27,962301
20120924~20120930,간첩,3,20124400,2012-09-20,840480
20120924~20120930,메리다와 마법의 숲,4,20127634,2012-09-27,223887
20120924~20120930,19곰 테드,5,20129166,2012-09-27,83148
20120924~20120930,피에타,6,20124934,2012-09-06,570948
20120924~20120930,점쟁이들,7,20113887,2012-10-03,53628
20120924~20120930,레지던트 이블 5 : 최후의 심판,8,20127401,2012-09-13,550478
20120924~20120930,늑대아이,9,20127494,2012-09-13,217142
20120924~20120930,테드: 황금도시 파이티티를 찾아서,10,20129092,2012-09-20,127865
20120917~20120923,"광해, 왕이 된 남자",1,20124079,2012-09-13,3227867
20120917~20120923,간첩,2,20124400,2012-09-20,415416
20120917~20120923,레지던트 이블 5 : 최후의 심판,3,20127401,2012-09-13,501382
20120917~20120923,피에타,4,20124934,2012-09-06,505742
20120917~20120923,본 레거시,5,20126409,2012-09-06,998061
20120917~20120923,테드: 황금도시 파이티티를 찾아서,6,20129092,2012-09-20,100922
20120917~20120923,늑대아이,7,20127494,2012-09-13,169755
20120917~20120923,공모자들,8,20124063,2012-08-29,1618517
20120917~20120923,익스펜더블 2,9,20128143,2012-09-06,441149
20120917~20120923,도둑들,10,20124034,2012-07-25,12944821
20120910~20120916,"광해, 왕이 된 남자",1,20124079,2012-09-13,1279367
20120910~20120916,레지던트 이블 5 : 최후의 심판,2,20127401,2012-09-13,304821
20120910~20120916,본 레거시,3,20126409,2012-09-06,913715
20120910~20120916,피에타,4,20124934,2012-09-06,353588
20120910~20120916,공모자들,5,20124063,2012-08-29,1534946
20120910~20120916,익스펜더블 2,6,20128143,2012-09-06,416327
20120910~20120916,이웃사람,7,20125920,2012-08-22,2416123
20120910~20120916,도둑들,8,20124034,2012-07-25,12923499
20120910~20120916,늑대아이,9,20127494,2012-09-13,85940
20120910~20120916,바람과 함께 사라지다,10,20124067,2012-08-08,4898495
20120903~20120909,본 레거시,1,20126409,2012-09-06,619938
20120903~20120909,공모자들,2,20124063,2012-08-29,1316396
20120903~20120909,이웃사람,3,20125920,2012-08-22,2298981
20120903~20120909,익스펜더블 2,4,20128143,2012-09-06,279193
20120903~20120909,도둑들,5,20124034,2012-07-25,12836944
20120903~20120909,바람과 함께 사라지다,6,20124067,2012-08-08,4834036
20120903~20120909,링컨: 뱀파이어 헌터,7,20125338,2012-08-30,333363
20120903~20120909,스텝업4 : 레볼루션,8,20126448,2012-08-15,931833
20120903~20120909,피에타,9,20124934,2012-09-06,68492
20120903~20120909,577 프로젝트,10,20128271,2012-08-30,90377
20120827~20120902,이웃사람,1,20125920,2012-08-22,1914824
20120827~20120902,공모자들,2,20124063,2012-08-29,749563
20120827~20120902,도둑들,3,20124034,2012-07-25,12591424
20120827~20120902,바람과 함께 사라지다,4,20124067,2012-08-08,4595688
20120827~20120902,링컨: 뱀파이어 헌터,5,20125338,2012-08-30,237769
20120827~20120902,스텝업4 : 레볼루션,6,20126448,2012-08-15,849161
20120827~20120902,R2B: 리턴투베이스,7,20124049,2012-08-15,1172877
20120827~20120902,토탈 리콜,8,20125647,2012-08-15,1206487
20120827~20120902,577 프로젝트,9,20128271,2012-08-30,62526
20120827~20120902,새미의 어드벤쳐 2,10,20126406,2012-08-01,1438459
20120820~20120826,이웃사람,1,20125920,2012-08-22,1095695
20120820~20120826,도둑들,2,20124034,2012-07-25,12094923
20120820~20120826,바람과 함께 사라지다,3,20124067,2012-08-08,4107094
20120820~20120826,R2B: 리턴투베이스,4,20124049,2012-08-15,1059476
20120820~20120826,토탈 리콜,5,20125647,2012-08-15,1111767
20120820~20120826,스텝업4 : 레볼루션,6,20126448,2012-08-15,673174
20120820~20120826,새미의 어드벤쳐 2,7,20126406,2012-08-01,1401292
20120820~20120826,다크 나이트 라이즈,8,20112703,2012-07-19,6359407
20120820~20120826,나는 왕이로소이다,9,20124080,2012-08-08,778171
20120820~20120826,빌리와 용감한 녀석들 3D,10,20127887,2012-08-08,275373
20120813~20120819,도둑들,1,20124034,2012-07-25,11127478
20120813~20120819,바람과 함께 사라지다,2,20124067,2012-08-08,3178666
20120813~20120819,토탈 리콜,3,20125647,2012-08-15,782661
20120813~20120819,R2B: 리턴투베이스,4,20124049,2012-08-15,726796
20120813~20120819,스텝업4 : 레볼루션,5,20126448,2012-08-15,371544
20120813~20120819,새미의 어드벤쳐 2,6,20126406,2012-08-01,1290184
20120813~20120819,나는 왕이로소이다,7,20124080,2012-08-08,723945
20120813~20120819,다크 나이트 라이즈,8,20112703,2012-07-19,6293498
20120813~20120819,아이스 에이지 4: 대륙 이동설,9,20126667,2012-07-25,1591294
20120813~20120819,빌리와 용감한 녀석들 3D,10,20127887,2012-08-08,225967
20120806~20120812,도둑들,1,20124034,2012-07-25,9237360
20120806~20120812,바람과 함께 사라지다,2,20124067,2012-08-08,1343468
20120806~20120812,다크 나이트 라이즈,3,20112703,2012-07-19,6073605
20120806~20120812,새미의 어드벤쳐 2,4,20126406,2012-08-01,967332
20120806~20120812,나는 왕이로소이다,5,20124080,2012-08-08,490583
20120806~20120812,아이스 에이지 4: 대륙 이동설,6,20126667,2012-07-25,1453189
20120806~20120812,빌리와 용감한 녀석들 3D,7,20127887,2012-08-08,123247
20120806~20120812,무서운 이야기,8,20124349,2012-07-25,315775
20120806~20120812,명탐정 코난: 11번째 스트라이커,9,20127306,2012-07-19,499966
20120806~20120812,스텝업4 : 레볼루션,10,20126448,2012-08-15,22245
20120730~20120805,도둑들,1,20124034,2012-07-25,6883817
20120730~20120805,다크 나이트 라이즈,2,20112703,2012-07-19,5524894
20120730~20120805,아이스 에이지 4: 대륙 이동설,3,20126667,2012-07-25,1194647
20120730~20120805,새미의 어드벤쳐 2,4,20126406,2012-08-01,550144
20120730~20120805,명탐정 코난: 11번째 스트라이커,5,20127306,2012-07-19,459179
20120730~20120805,무서운 이야기,6,20124349,2012-07-25,268305
20120730~20120805,연가시,7,20124062,2012-07-05,4499856
20120730~20120805,극장판 도라에몽: 진구와 기적의 섬 애니멀 어드벤처,8,20127266,2012-07-25,141100
20120730~20120805,나는 왕이로소이다,9,20124080,2012-08-08,84120
20120730~20120805,락 오브 에이지,10,20127086,2012-08-02,67691
20120723~20120729,도둑들,1,20124034,2012-07-25,2866756
20120723~20120729,다크 나이트 라이즈,2,20112703,2012-07-19,4256283
20120723~20120729,아이스 에이지 4: 대륙 이동설,3,20126667,2012-07-25,470750
20120723~20120729,연가시,4,20124062,2012-07-05,4414396
20120723~20120729,무서운 이야기,5,20124349,2012-07-25,141068
20120723~20120729,명탐정 코난: 11번째 스트라이커,6,20127306,2012-07-19,329876
20120723~20120729,어메이징 스파이더맨,7,20126077,2012-06-28,4845970
20120723~20120729,극장판 도라에몽: 진구와 기적의 섬 애니멀 어드벤처,8,20127266,2012-07-25,58337
20120723~20120729,두 개의 달,9,20125916,2012-07-12,424784
20120723~20120729,미드나잇 인 파리,10,20126686,2012-07-05,294070
20120716~20120722,다크 나이트 라이즈,1,20112703,2012-07-19,2434082
20120716~20120722,연가시,2,20124062,2012-07-05,4175960
20120716~20120722,어메이징 스파이더맨,3,20126077,2012-06-28,4784992
20120716~20120722,명탐정 코난: 11번째 스트라이커,4,20127306,2012-07-19,204490
20120716~20120722,두 개의 달,5,20125916,2012-07-12,398617
20120716~20120722,5백만불의 사나이,6,20124058,2012-07-19,79794
20120716~20120722,미드나잇 인 파리,7,20126686,2012-07-05,268234
20120716~20120722,나는 공무원이다,8,20113391,2012-07-12,214080
20120716~20120722,모모와 다락방의 수상한 요괴들,9,20127108,2012-07-05,294389
20120716~20120722,리미트리스,10,20126745,2012-07-12,117570
20120709~20120715,연가시,1,20124062,2012-07-05,3232335
20120709~20120715,어메이징 스파이더맨,2,20126077,2012-06-28,4403124
20120709~20120715,두 개의 달,3,20125916,2012-07-12,239401
20120709~20120715,나는 공무원이다,4,20113391,2012-07-12,157435
20120709~20120715,모모와 다락방의 수상한 요괴들,5,20127108,2012-07-05,248235
20120709~20120715,미드나잇 인 파리,6,20126686,2012-07-05,197213
20120709~20120715,리미트리스,7,20126745,2012-07-12,76706
20120709~20120715,마다가스카3 : 이번엔 서커스다!,8,20124136,2012-06-06,1609541
20120709~20120715,더 레이븐,9,20113821,2012-07-05,143190
20120709~20120715,내 아내의 모든 것,10,20113554,2012-05-17,4578886
20120702~20120708,어메이징 스파이더맨,1,20126077,2012-06-28,3369599
20120702~20120708,연가시,2,20124062,2012-07-05,1329306
20120702~20120708,내 아내의 모든 것,3,20113554,2012-05-17,4526445
20120702~20120708,후궁 : 제왕의 첩,4,20113533,2012-06-06,2575573
20120702~20120708,모모와 다락방의 수상한 요괴들,5,20127108,2012-07-05,115388
20120702~20120708,마다가스카3 : 이번엔 서커스다!,6,20124136,2012-06-06,1548177
20120702~20120708,더 레이븐,7,20113821,2012-07-05,87868
20120702~20120708,캐빈 인 더 우즈,8,20126566,2012-06-28,212230
20120702~20120708,미드나잇 인 파리,9,20126686,2012-07-05,80703
20120702~20120708,아부의 왕,10,20124055,2012-06-21,486543
20120625~20120701,어메이징 스파이더맨,1,20126077,2012-06-28,1701489
20120625~20120701,후궁 : 제왕의 첩,2,20113533,2012-06-06,2458905
20120625~20120701,내 아내의 모든 것,3,20113554,2012-05-17,4395678
20120625~20120701,미쓰GO,4,20113532,2012-06-21,553917
20120625~20120701,마다가스카3 : 이번엔 서커스다!,5,20124136,2012-06-06,1446322
20120625~20120701,아부의 왕,6,20124055,2012-06-21,433131
20120625~20120701,캐빈 인 더 우즈,7,20126566,2012-06-28,131502
20120625~20120701,차형사,8,20124065,2012-05-30,1330352
20120625~20120701,락아웃: 익스트림미션,9,20124946,2012-06-14,458088
20120625~20120701,프로메테우스,10,20125086,2012-06-06,967022
20120618~20120624,후궁 : 제왕의 첩,1,20113533,2012-06-06,2193364
20120618~20120624,미쓰GO,2,20113532,2012-06-21,332687
20120618~20120624,내 아내의 모든 것,3,20113554,2012-05-17,4153463
20120618~20120624,마다가스카3 : 이번엔 서커스다!,4,20124136,2012-06-06,1278615
20120618~20120624,아부의 왕,5,20124055,2012-06-21,271163
20120618~20120624,락아웃: 익스트림미션,6,20124946,2012-06-14,412716
20120618~20120624,차형사,7,20124065,2012-05-30,1262931
20120618~20120624,프로메테우스,8,20125086,2012-06-06,931193
20120618~20120624,맨 인 블랙 3,9,20113885,2012-05-24,3352868
20120618~20120624,페이스 블라인드,10,20126413,2012-06-21,53238
20120611~20120617,후궁 : 제왕의 첩,1,20113533,2012-06-06,1725160
20120611~20120617,내 아내의 모든 것,2,20113554,2012-05-17,3828583
20120611~20120617,마다가스카3 : 이번엔 서커스다!,3,20124136,2012-06-06,1004155
20120611~20120617,프로메테우스,4,20125086,2012-06-06,802603
20120611~20120617,차형사,5,20124065,2012-05-30,1102116
20120611~20120617,락아웃: 익스트림미션,6,20124946,2012-06-14,238193
20120611~20120617,맨 인 블랙 3,7,20113885,2012-05-24,3237852
20120611~20120617,미확인 동영상 : 절대클릭금지,8,20110312,2012-05-30,839805
20120611~20120617,사다코 3D : 죽음의 동영상,9,20125646,2012-06-14,88075
20120611~20120617,더 씽,10,20126617,2012-06-14,33566
20120604~20120610,후궁 : 제왕의 첩,1,20113533,2012-06-06,990388
20120604~20120610,내 아내의 모든 것,2,20113554,2012-05-17,3432590
20120604~20120610,마다가스카3 : 이번엔 서커스다!,3,20124136,2012-06-06,638504
20120604~20120610,맨 인 블랙 3,4,20113885,2012-05-24,3022404
20120604~20120610,프로메테우스,5,20125086,2012-06-06,550455
20120604~20120610,차형사,6,20124065,2012-05-30,864087
20120604~20120610,미확인 동영상 : 절대클릭금지,7,20110312,2012-05-30,747025
20120604~20120610,스노우 화이트 앤 더 헌츠맨,8,20113745,2012-05-30,606682
20120604~20120610,어벤져스,9,20124721,2012-04-26,7052995
20120604~20120610,돈의 맛,10,20124064,2012-05-17,1159005
20120528~20120603,맨 인 블랙 3,1,20113885,2012-05-24,2459775
20120528~20120603,내 아내의 모든 것,2,20113554,2012-05-17,2791688
20120528~20120603,차형사,3,20124065,2012-05-30,454931
20120528~20120603,스노우 화이트 앤 더 헌츠맨,4,20113745,2012-05-30,453416
20120528~20120603,미확인 동영상 : 절대클릭금지,5,20110312,2012-05-30,354022
20120528~20120603,어벤져스,6,20124721,2012-04-26,7009723
20120528~20120603,돈의 맛,7,20124064,2012-05-17,1133248
20120528~20120603,코리아,8,20124045,2012-05-03,1861422
20120528~20120603,마다가스카3 : 이번엔 서커스다!,9,20124136,2012-06-06,42190
20120528~20120603,극장판 썬더일레븐GO : 궁극의 우정 그리폰,10,20125806,2012-05-24,81910
20120521~20120527,맨 인 블랙 3,1,20113885,2012-05-24,1218464
20120521~20120527,내 아내의 모든 것,2,20113554,2012-05-17,1824081
20120521~20120527,어벤져스,3,20124721,2012-04-26,6753492
20120521~20120527,돈의 맛,4,20124064,2012-05-17,953179
20120521~20120527,코리아,5,20124045,2012-05-03,1779844
20120521~20120527,스노우 화이트 앤 더 헌츠맨,6,20113745,2012-05-30,72016
20120521~20120527,극장판 썬더일레븐GO : 궁극의 우정 그리폰,7,20125806,2012-05-24,41844
20120521~20120527,다크 섀도우,8,20125866,2012-05-10,578949
20120521~20120527,콜드 라잇 오브 데이,9,20125907,2012-05-17,84804
20120521~20120527,은교,10,20124066,2012-04-25,1340209
20120514~20120520,어벤져스,1,20124721,2012-04-26,6353607
20120514~20120520,내 아내의 모든 것,2,20113554,2012-05-17,781253
20120514~20120520,돈의 맛,3,20124064,2012-05-17,570020
20120514~20120520,코리아,4,20124045,2012-05-03,1623184
20120514~20120520,다크 섀도우,5,20125866,2012-05-10,554877
20120514~20120520,은교,6,20124066,2012-04-25,1321524
20120514~20120520,백설공주,7,20125426,2012-05-03,558294
20120514~20120520,건축학개론,8,20124074,2012-03-22,4082092
20120514~20120520,콜드 라잇 오브 데이,9,20125907,2012-05-17,61879
20120514~20120520,로렉스,10,20113889,2012-05-03,290471
20120507~20120513,어벤져스,1,20124721,2012-04-26,5457594
20120507~20120513,코리아,2,20124045,2012-05-03,1229530
20120507~20120513,다크 섀도우,3,20125866,2012-05-10,377580
20120507~20120513,은교,4,20124066,2012-04-25,1228867
20120507~20120513,백설공주,5,20125426,2012-05-03,478855
20120507~20120513,건축학개론,6,20124074,2012-03-22,4011762
20120507~20120513,내 아내의 모든 것,7,20113554,2012-05-17,96628
20120507~20120513,로렉스,8,20113889,2012-05-03,261583
20120507~20120513,짱구는 못말려 극장판: 태풍을 부르는 황금스파이 대작전,9,20125427,2012-04-26,260055
20120507~20120513,간기남,10,20124032,2012-04-11,1238151
20120430~20120506,어벤져스,1,20124721,2012-04-26,4009169
20120430~20120506,코리아,2,20124045,2012-05-03,597134
20120430~20120506,은교,3,20124066,2012-04-25,1023080
20120430~20120506,백설공주,4,20125426,2012-05-03,286273
20120430~20120506,건축학개론,5,20124074,2012-03-22,3882966
20120430~20120506,로렉스,6,20113889,2012-05-03,201851
20120430~20120506,짱구는 못말려 극장판: 태풍을 부르는 황금스파이 대작전,7,20125427,2012-04-26,231140
20120430~20120506,간기남,8,20124032,2012-04-11,1210201
20120430~20120506,배틀쉽,9,20112134,2012-04-11,2235290
20120430~20120506,언터처블: 1%의 우정,10,20124142,2012-03-22,1710969
20120423~20120429,어벤져스,1,20124721,2012-04-26,1639329
20120423~20120429,은교,2,20124066,2012-04-25,554655
20120423~20120429,건축학개론,3,20124074,2012-03-22,3626214
20120423~20120429,간기남,4,20124032,2012-04-11,1092693
20120423~20120429,배틀쉽,5,20112134,2012-04-11,2176129
20120423~20120429,짱구는 못말려 극장판: 태풍을 부르는 황금스파이 대작전,6,20125427,2012-04-26,92885
20120423~20120429,언터처블: 1%의 우정,7,20124142,2012-03-22,1689711
20120423~20120429,헝거게임: 판엠의 불꽃,8,20124127,2012-04-05,605351
20120423~20120429,시체가 돌아왔다,9,20124051,2012-03-29,984246
20120423~20120429,타이타닉,10,19980074,1998-02-20,355411
20120416~20120422,배틀쉽,1,20112134,2012-04-11,1952764
20120416~20120422,간기남,2,20124032,2012-04-11,847624
20120416~20120422,건축학개론,3,20124074,2012-03-22,3319349
20120416~20120422,언터처블: 1%의 우정,4,20124142,2012-03-22,1636688
20120416~20120422,시체가 돌아왔다,5,20124051,2012-03-29,964461
20120416~20120422,헝거게임: 판엠의 불꽃,6,20124127,2012-04-05,585365
20120416~20120422,타이타닉,7,19980074,1998-02-20,336455
20120416~20120422,미녀와 야수,8,19920231,1992-07-04,140703
20120416~20120422,킹메이커,9,20125126,2012-04-19,35146
20120416~20120422,하트 브레이커,10,20113201,2012-04-19,30392
20120409~20120415,배틀쉽,1,20112134,2012-04-11,1197533
20120409~20120415,건축학개론,2,20124074,2012-03-22,2919373
20120409~20120415,간기남,3,20124032,2012-04-11,397214
20120409~20120415,언터처블: 1%의 우정,4,20124142,2012-03-22,1503541
20120409~20120415,헝거게임: 판엠의 불꽃,5,20124127,2012-04-05,505351
20120409~20120415,시체가 돌아왔다,6,20124051,2012-03-29,882059
20120409~20120415,타이타닉,7,19980074,1998-02-20,269459
20120409~20120415,미녀와 야수,8,19920231,1992-07-04,96729
20120409~20120415,인류멸망 보고서,9,20068590,2012-04-11,73916
20120409~20120415,타이탄의 분노,10,20124717,2012-03-29,885251
20120402~20120408,건축학개론,1,20124074,2012-03-22,2334068
20120402~20120408,언터처블: 1%의 우정,2,20124142,2012-03-22,1292108
20120402~20120408,시체가 돌아왔다,3,20124051,2012-03-29,706569
20120402~20120408,헝거게임: 판엠의 불꽃,4,20124127,2012-04-05,317760
20120402~20120408,타이탄의 분노,5,20124717,2012-03-29,837550
20120402~20120408,타이타닉,6,19980074,1998-02-20,140296
20120402~20120408,화차,7,20124050,2012-03-08,2418592
20120402~20120408,코난: 암흑의 시대,8,20125106,2012-04-05,24037
20120402~20120408,간기남,9,20124032,2012-04-11,8554
20120402~20120408,디스 민즈 워,10,20124096,2012-02-29,872741
20120326~20120401,건축학개론,1,20124074,2012-03-22,1609813
20120326~20120401,타이탄의 분노,2,20124717,2012-03-29,555402
20120326~20120401,언터처블: 1%의 우정,3,20124142,2012-03-22,940912
20120326~20120401,시체가 돌아왔다,4,20124051,2012-03-29,369135
20120326~20120401,화차,5,20124050,2012-03-08,2350813
20120326~20120401,디스 민즈 워,6,20124096,2012-02-29,864267
20120326~20120401,존 카터: 바숨 전쟁의 서막 ,7,20124629,2012-03-08,835114
20120326~20120401,크로니클,8,20124666,2012-03-15,381430
20120326~20120401,가비,9,20111774,2012-03-15,268583
20120326~20120401,콘트라밴드,10,20124873,2012-03-22,51487
20120319~20120325,건축학개론,1,20124074,2012-03-22,716975
20120319~20120325,화차,2,20124050,2012-03-08,2135452
20120319~20120325,언터처블: 1%의 우정,3,20124142,2012-03-22,443512
20120319~20120325,존 카터: 바숨 전쟁의 서막 ,4,20124629,2012-03-08,807393
20120319~20120325,크로니클,5,20124666,2012-03-15,359404
20120319~20120325,디스 민즈 워,6,20124096,2012-02-29,831120
20120319~20120325,가비,7,20111774,2012-03-15,253786
20120319~20120325,서약,8,20124874,2012-03-14,227852
20120319~20120325,러브픽션,9,20113916,2012-02-29,1718634
20120319~20120325,콘트라밴드,10,20124873,2012-03-22,37197
20120312~20120318,화차,1,20124050,2012-03-08,1578959
20120312~20120318,존 카터: 바숨 전쟁의 서막 ,2,20124629,2012-03-08,683364
20120312~20120318,크로니클,3,20124666,2012-03-15,241373
20120312~20120318,러브픽션,4,20113916,2012-02-29,1668761
20120312~20120318,가비,5,20111774,2012-03-15,170230
20120312~20120318,서약,6,20124874,2012-03-14,165272
20120312~20120318,디스 민즈 워,7,20124096,2012-02-29,736921
20120312~20120318,건축학개론,8,20124074,2012-03-22,80957
20120312~20120318,범죄와의 전쟁: 나쁜놈들 전성시대,9,20113557,2012-02-02,4682529
20120312~20120318,저스티스,10,20124932,2012-03-15,29301
20120305~20120311,화차,1,20124050,2012-03-08,695269
20120305~20120311,러브픽션,2,20113916,2012-02-29,1492410
20120305~20120311,존 카터: 바숨 전쟁의 서막 ,3,20124629,2012-03-08,416666
20120305~20120311,디스 민즈 워,4,20124096,2012-02-29,589539
20120305~20120311,범죄와의 전쟁: 나쁜놈들 전성시대,5,20113557,2012-02-02,4606206
20120305~20120311,하울링,6,20110249,2012-02-16,1604622
20120305~20120311,세이프 하우스,7,20124449,2012-02-29,157605
20120305~20120311,맨 온 렛지,8,20124420,2012-02-22,586692
20120305~20120311,댄싱퀸,9,20113743,2012-01-18,4048125
20120305~20120311,액트 오브 밸러: 최정예 특수부대 ,10,20124609,2012-02-29,131811
20120227~20120304,러브픽션,1,20113916,2012-02-29,1022640
20120227~20120304,범죄와의 전쟁: 나쁜놈들 전성시대,2,20113557,2012-02-02,4432172
20120227~20120304,디스 민즈 워,3,20124096,2012-02-29,340282
20120227~20120304,하울링,4,20110249,2012-02-16,1551542
20120227~20120304,맨 온 렛지,5,20124420,2012-02-22,550719
20120227~20120304,댄싱퀸,6,20113743,2012-01-18,4013272
20120227~20120304,토르: 마법망치의 전설,7,20113920,2012-02-09,727423
20120227~20120304,세이프 하우스,8,20124449,2012-02-29,117030
20120227~20120304,액트 오브 밸러: 최정예 특수부대 ,9,20124609,2012-02-29,100611
20120227~20120304,철의 여인,10,20113912,2012-02-23,113628
20120220~20120226,하울링,1,20110249,2012-02-16,1252498
20120220~20120226,범죄와의 전쟁: 나쁜놈들 전성시대,2,20113557,2012-02-02,4017038
20120220~20120226,맨 온 렛지,3,20124420,2012-02-22,337364
20120220~20120226,댄싱퀸,4,20113743,2012-01-18,3863600
20120220~20120226,토르: 마법망치의 전설,5,20113920,2012-02-09,586721
20120220~20120226,언더월드 4: 어웨이크닝,6,20124746,2012-02-22,141376
20120220~20120226,더 그레이,7,20124021,2012-02-16,279362
20120220~20120226,부러진 화살,8,20113535,2012-01-18,3436171
20120220~20120226,점박이:한반도의 공룡3D,9,20100215,2012-01-26,967168
20120220~20120226,철의 여인,10,20113912,2012-02-23,56953
20120213~20120219,범죄와의 전쟁: 나쁜놈들 전성시대,1,20113557,2012-02-02,3419943
20120213~20120219,하울링,2,20110249,2012-02-16,645514
20120213~20120219,댄싱퀸,3,20113743,2012-01-18,3594556
20120213~20120219,부러진 화살,4,20113535,2012-01-18,3355110
20120213~20120219,토르: 마법망치의 전설,5,20113920,2012-02-09,416356
20120213~20120219,더 그레이,6,20124021,2012-02-16,184684
20120213~20120219,점박이:한반도의 공룡3D,7,20100215,2012-01-26,900978
20120213~20120219,파파,8,20113643,2012-02-01,566746
20120213~20120219,고스트 라이더 : 복수의 화신,9,20113890,2012-02-16,79786
20120213~20120219,우먼 인 블랙,10,20113975,2012-02-16,71752
20120206~20120212,범죄와의 전쟁: 나쁜놈들 전성시대,1,20113557,2012-02-02,2505827
20120206~20120212,댄싱퀸,2,20113743,2012-01-18,3235936
20120206~20120212,부러진 화살,3,20113535,2012-01-18,3128172
20120206~20120212,토르: 마법망치의 전설,4,20113920,2012-02-09,212158
20120206~20120212,파파,5,20113643,2012-02-01,484606
20120206~20120212,점박이:한반도의 공룡3D,6,20100215,2012-01-26,811653
20120206~20120212,스타워즈:에피소드1 보이지 않는 위험 ,7,19990216,1999-06-26,71777
20120206~20120212,워 호스,8,20124099,2012-02-09,66098
20120206~20120212,팅커 테일러 솔저 스파이,9,20124134,2012-02-09,56435
20120206~20120212,해피 피트 2,10,20113911,2012-02-02,163186
20120130~20120205,범죄와의 전쟁: 나쁜놈들 전성시대,1,20113557,2012-02-02,1103246
20120130~20120205,부러진 화살,2,20113535,2012-01-18,2668329
20120130~20120205,댄싱퀸,3,20113743,2012-01-18,2764368
20120130~20120205,점박이:한반도의 공룡3D,4,20100215,2012-01-26,669480
20120130~20120205,파파,5,20113643,2012-02-01,295738
20120130~20120205,장화신은 고양이,6,20113862,2012-01-12,2032196
20120130~20120205,해피 피트 2,7,20113911,2012-02-02,110957
20120130~20120205,잃어버린 세계를 찾아서 2: 신비의 섬,8,20113653,2012-01-19,1133994
20120130~20120205,미션임파서블:고스트프로토콜,9,20112207,2011-12-15,7493634
20120130~20120205,하이힐을 신고 달리는 여자,10,20113881,2012-02-02,40246
20120123~20120129,댄싱퀸,1,20113743,2012-01-18,2121066
20120123~20120129,부러진 화살,2,20113535,2012-01-18,1892408
20120123~20120129,잃어버린 세계를 찾아서 2: 신비의 섬,3,20113653,2012-01-19,1040951
20120123~20120129,장화신은 고양이,4,20113862,2012-01-12,1875844
20120123~20120129,점박이:한반도의 공룡3D,5,20100215,2012-01-26,369804
20120123~20120129,미션임파서블:고스트프로토콜,6,20112207,2011-12-15,7444621
20120123~20120129,페이스메이커,7,20113951,2012-01-18,433056
20120123~20120129,우리는 동물원을 샀다,8,20113472,2012-01-18,255306
20120123~20120129,네버엔딩 스토리,9,20113636,2012-01-18,269605
20120123~20120129,밀레니엄 : 여자를 증오한 남자들,10,20110882,2012-01-11,425898
20120116~20120122,댄싱퀸,1,20113743,2012-01-18,639056
20120116~20120122,장화신은 고양이,2,20113862,2012-01-12,1214965
20120116~20120122,부러진 화살,3,20113535,2012-01-18,482982
20120116~20120122,잃어버린 세계를 찾아서 2: 신비의 섬,4,20113653,2012-01-19,377324
20120116~20120122,미션임파서블:고스트프로토콜,5,20112207,2011-12-15,7136426
20120116~20120122,페이스메이커,6,20113951,2012-01-18,194417
20120116~20120122,네버엔딩 스토리,7,20113636,2012-01-18,141108
