showRange,movieNm,rank,movieCd,openDt,audiAcc
20120116~20120122,밀레니엄 : 여자를 증오한 남자들,8,20110882,2012-01-11,352555
20120116~20120122,원더풀 라디오,9,20113671,2012-01-05,921887
20120116~20120122,우리는 동물원을 샀다,10,20113472,2012-01-18,108134
20120109~20120115,장화신은 고양이,1,20113862,2012-01-12,715223
20120109~20120115,미션임파서블:고스트프로토콜,2,20112207,2011-12-15,6860680
20120109~20120115,원더풀 라디오,3,20113671,2012-01-05,808436
20120109~20120115,셜록홈즈 : 그림자 게임,4,20112621,2011-12-21,2165504
20120109~20120115,밀레니엄 : 여자를 증오한 남자들,5,20110882,2012-01-11,230790
20120109~20120115,퍼펙트 게임,6,20113260,2011-12-21,1394142
20120109~20120115,마이 웨이,7,20110295,2011-12-21,2123633
20120109~20120115,코알라 키드 : 영웅의 탄생,8,20113811,2012-01-12,88594
20120109~20120115,프렌즈: 몬스터섬의비밀 ,9,20113271,2011-12-29,498686
20120109~20120115,초한지 - 천하대전,10,20113883,2012-01-11,71445
20120102~20120108,미션임파서블:고스트프로토콜,1,20112207,2011-12-15,6260910
20120102~20120108,셜록홈즈 : 그림자 게임,2,20112621,2011-12-21,1902587
20120102~20120108,원더풀 라디오,3,20113671,2012-01-05,403271
20120102~20120108,마이 웨이,4,20110295,2011-12-21,2026793
20120102~20120108,퍼펙트 게임,5,20113260,2011-12-21,1176302
20120102~20120108,프렌즈: 몬스터섬의비밀 ,6,20113271,2011-12-29,425136
20120102~20120108,오싹한 연애,7,20113381,2011-12-01,2952858
20120102~20120108,다크아워,8,20113652,2012-01-05,116655
20120102~20120108,라이온 킹,9,19940256,1994-07-02,278925
20120102~20120108,극장판 포켓몬스터 베스트 위시「비크티니와 백의 영웅 레시라무」,10,20112709,2011-12-22,349214
20111226~20120101,미션임파서블:고스트프로토콜,1,20112207,2011-12-15,5328435
20111226~20120101,셜록홈즈 : 그림자 게임,2,20112621,2011-12-21,1442861
20111226~20120101,마이 웨이,3,20110295,2011-12-21,1739543
20111226~20120101,퍼펙트 게임,4,20113260,2011-12-21,895416
20111226~20120101,오싹한 연애,5,20113381,2011-12-01,2823060
20111226~20120101,프렌즈: 몬스터섬의비밀 ,6,20113271,2011-12-29,202909
20111226~20120101,라이온 킹,7,19940256,1994-07-02,171285
20111226~20120101,극장판 포켓몬스터 베스트 위시「비크티니와 백의 영웅 레시라무」,8,20112709,2011-12-22,285959
20111226~20120101,앨빈과 슈퍼밴드3,9,20113311,2011-12-15,516289
20111226~20120101,극장판 포켓몬스터 베스트 위시 「비크티니와 흑의 영웅 제크로무」,10,20112708,2011-12-22,235070
20111219~20111225,미션임파서블:고스트프로토콜,1,20112207,2011-12-15,3689457
20111219~20111225,마이 웨이,2,20110295,2011-12-21,1022995
20111219~20111225,셜록홈즈 : 그림자 게임,3,20112621,2011-12-21,682647
20111219~20111225,퍼펙트 게임,4,20113260,2011-12-21,485850
20111219~20111225,오싹한 연애,5,20113381,2011-12-01,2554202
20111219~20111225,앨빈과 슈퍼밴드3,6,20113311,2011-12-15,388274
20111219~20111225,극장판 포켓몬스터 베스트 위시「비크티니와 백의 영웅 레시라무」,7,20112709,2011-12-22,145708
20111219~20111225,극장판 포켓몬스터 베스트 위시 「비크티니와 흑의 영웅 제크로무」,8,20112708,2011-12-22,126111
20111219~20111225,틴틴 : 유니콘호의 비밀,9,20112542,2011-12-07,775785
20111219~20111225,아더 크리스마스,10,20112972,2011-11-25,614838
20111212~20111218,미션임파서블:고스트프로토콜,1,20112207,2011-12-15,1734613
20111212~20111218,오싹한 연애,2,20113381,2011-12-01,2168412
20111212~20111218,틴틴 : 유니콘호의 비밀,3,20112542,2011-12-07,701291
20111212~20111218,앨빈과 슈퍼밴드3,4,20113311,2011-12-15,188014
20111212~20111218,브레이킹 던 part1,5,20110905,2011-11-30,1420102
20111212~20111218,완득이,6,20112695,2011-10-20,5296176
20111212~20111218,특수본,7,20110906,2011-11-24,1110799
20111212~20111218,퍼펙트 게임,8,20113260,2011-12-21,61275
20111212~20111218,아더 크리스마스,9,20112972,2011-11-25,576672
20111212~20111218,결정적 한방,10,20113312,2011-12-07,58864
20111205~20111211,오싹한 연애,1,20113381,2011-12-01,1412114
20111205~20111211,틴틴 : 유니콘호의 비밀,2,20112542,2011-12-07,485577
20111205~20111211,브레이킹 던 part1,3,20110905,2011-11-30,1236294
20111205~20111211,특수본,4,20110906,2011-11-24,1045332
20111205~20111211,완득이,5,20112695,2011-10-20,5224743
20111205~20111211,아더 크리스마스,6,20112972,2011-11-25,522148
20111205~20111211,블리츠,7,20113307,2011-12-07,46596
20111205~20111211,리얼 스틸,8,20112173,2011-10-12,3566067
20111205~20111211,결정적 한방,9,20113312,2011-12-07,40596
20111205~20111211,머니볼,10,20112311,2011-11-17,631742
20111128~20111204,브레이킹 던 part1,1,20110905,2011-11-30,799112
20111128~20111204,오싹한 연애,2,20113381,2011-12-01,506337
20111128~20111204,특수본,3,20110906,2011-11-24,852998
20111128~20111204,완득이,4,20112695,2011-10-20,5052068
20111128~20111204,아더 크리스마스,5,20112972,2011-11-25,371640
20111128~20111204,리얼 스틸,6,20112173,2011-10-12,3521396
20111128~20111204,머니볼,7,20112311,2011-11-17,605330
20111128~20111204,신들의 전쟁,8,20111987,2011-11-10,1324213
20111128~20111204,50/50,9,20113306,2011-11-24,103460
20111128~20111204,너는 펫,10,20111928,2011-11-10,541511
20111121~20111127,완득이,1,20112695,2011-10-20,4760241
20111121~20111127,특수본,2,20110906,2011-11-24,434205
20111121~20111127,머니볼,3,20112311,2011-11-17,508268
20111121~20111127,신들의 전쟁,4,20111987,2011-11-10,1249850
20111121~20111127,리얼 스틸,5,20112173,2011-10-12,3403922
20111121~20111127,아더 크리스마스,6,20112972,2011-11-25,193630
20111121~20111127,브레이킹 던 part1,7,20110905,2011-11-30,94392
20111121~20111127,너는 펫,8,20111928,2011-11-10,522869
20111121~20111127,티끌모아 로맨스,9,20112762,2011-11-10,410929
20111121~20111127,50/50,10,20113306,2011-11-24,56167
20111114~20111120,완득이,1,20112695,2011-10-20,4259839
20111114~20111120,신들의 전쟁,2,20111987,2011-11-10,1039314
20111114~20111120,머니볼,3,20112311,2011-11-17,282378
20111114~20111120,리얼 스틸,4,20112173,2011-10-12,3197389
20111114~20111120,너는 펫,5,20111928,2011-11-10,450895
20111114~20111120,티끌모아 로맨스,6,20112762,2011-11-10,349491
20111114~20111120,타워 하이스트,7,20112707,2011-11-17,57490
20111114~20111120,완벽한 파트너,8,20112934,2011-11-17,52301
20111114~20111120,인 타임,9,20112704,2011-10-27,598216
20111114~20111120,오늘,10,20110322,2011-10-27,131141
20111107~20111113,완득이,1,20112695,2011-10-20,3558592
20111107~20111113,신들의 전쟁,2,20111987,2011-11-10,599986
20111107~20111113,리얼 스틸,3,20112173,2011-10-12,2922332
20111107~20111113,너는 펫,4,20111928,2011-11-10,257405
20111107~20111113,티끌모아 로맨스,5,20112762,2011-11-10,202138
20111107~20111113,인 타임,6,20112704,2011-10-27,556939
20111107~20111113,커플즈,7,20110612,2011-11-02,328293
20111107~20111113,오직 그대만,8,20112589,2011-10-20,1004134
20111107~20111113,헬프,9,20112763,2011-11-03,99788
20111107~20111113,오늘,10,20110322,2011-10-27,95030
20111031~20111106,완득이,1,20112695,2011-10-20,2641548
20111031~20111106,리얼 스틸,2,20112173,2011-10-12,2575567
20111031~20111106,커플즈,3,20110612,2011-11-02,229697
20111031~20111106,인 타임,4,20112704,2011-10-27,452185
20111031~20111106,오직 그대만,5,20112589,2011-10-20,931748
20111031~20111106,Mr.아이돌,6,20113001,2011-11-03,56506
20111031~20111106,헬프,7,20112763,2011-11-03,58029
20111031~20111106,청원,8,20112822,2011-11-02,40785
20111031~20111106,더 킥,9,20112208,2011-11-03,34636
20111031~20111106,쟈니 잉글리쉬2 : 네버다이,10,20112553,2011-11-02,25918
20111024~20111030,완득이,1,20112695,2011-10-20,1597063
20111024~20111030,리얼 스틸,2,20112173,2011-10-12,2132234
20111024~20111030,오직 그대만,3,20112589,2011-10-20,766015
20111024~20111030,인 타임,4,20112704,2011-10-27,249083
20111024~20111030,의뢰인,5,20110613,2011-09-29,2372662
20111024~20111030,도가니,6,20112534,2011-09-22,4636144
20111024~20111030,삼총사 3D,7,20112651,2011-10-12,647739
20111024~20111030,프렌즈 위드 베네핏,8,20112821,2011-10-27,57543
20111024~20111030,파라노말 액티비티 3,9,20112693,2011-10-20,120225
20111024~20111030,오늘,10,20110322,2011-10-27,42823
20111017~20111023,리얼 스틸,1,20112173,2011-10-12,1550681
20111017~20111023,완득이,2,20112695,2011-10-20,644450
20111017~20111023,오직 그대만,3,20112589,2011-10-20,414280
20111017~20111023,의뢰인,4,20110613,2011-09-29,2278818
20111017~20111023,도가니,5,20112534,2011-09-22,4553741
20111017~20111023,삼총사 3D,6,20112651,2011-10-12,580132
20111017~20111023,파라노말 액티비티 3,7,20112693,2011-10-20,72227
20111017~20111023,히트,8,20112221,2011-10-13,94415
20111017~20111023,최종병기 활,9,20110302,2011-08-10,7463053
20111017~20111023,투혼,10,20112552,2011-10-06,208243
20111010~20111016,리얼 스틸,1,20112173,2011-10-12,812990
20111010~20111016,도가니,2,20112534,2011-09-22,4351873
20111010~20111016,의뢰인,3,20110613,2011-09-29,2038419
20111010~20111016,삼총사 3D,4,20112651,2011-10-12,386475
20111010~20111016,투혼,5,20112552,2011-10-06,195100
20111010~20111016,완득이,6,20112695,2011-10-20,67065
20111010~20111016,오직 그대만,7,20112589,2011-10-20,48340
20111010~20111016,최종병기 활,8,20110302,2011-08-10,7447607
20111010~20111016,카운트다운,9,20111914,2011-09-29,464232
20111010~20111016,히트,10,20112221,2011-10-13,29800
20111003~20111009,도가니,1,20112534,2011-09-22,3862142
20111003~20111009,의뢰인,2,20110613,2011-09-29,1552221
20111003~20111009,카운트다운,3,20111914,2011-09-29,423935
20111003~20111009,최종병기 활,4,20110302,2011-08-10,7405894
20111003~20111009,투혼,5,20112552,2011-10-06,133094
20111003~20111009,코쿠리코 언덕에서,6,20112303,2011-09-29,178863
20111003~20111009,리얼 스틸,7,20112173,2011-10-12,80936
20111003~20111009,어브덕션,8,20111892,2011-09-29,149505
20111003~20111009,파퍼씨네 펭귄들,9,20111571,2011-09-07,973883
20111003~20111009,삼총사 3D,10,20112651,2011-10-12,48498
20110926~20111002,도가니,1,20112534,2011-09-22,2680543
20110926~20111002,의뢰인,2,20110613,2011-09-29,708223
20110926~20111002,카운트다운,3,20111914,2011-09-29,243369
20110926~20111002,최종병기 활,4,20110302,2011-08-10,7279260
20110926~20111002,어브덕션,5,20111892,2011-09-29,93415
20110926~20111002,코쿠리코 언덕에서,6,20112303,2011-09-29,87577
20110926~20111002,컨테이젼,7,20112175,2011-09-22,214358
20110926~20111002,파퍼씨네 펭귄들,8,20111571,2011-09-07,924506
20110926~20111002,킬러 엘리트,9,20111893,2011-09-22,153611
20110926~20111002,가문의 영광4 - 가문의 수난,10,20112272,2011-09-07,2354263
20110919~20110925,도가니,1,20112534,2011-09-22,1005094
20110919~20110925,최종병기 활,2,20110302,2011-08-10,7097370
20110919~20110925,가문의 영광4 - 가문의 수난,3,20112272,2011-09-07,2307345
20110919~20110925,컨테이젼,4,20112175,2011-09-22,149435
20110919~20110925,파퍼씨네 펭귄들,5,20111571,2011-09-07,866826
20110919~20110925,킬러 엘리트,6,20111893,2011-09-22,102075
20110919~20110925,통증,7,20110303,2011-09-07,679849
20110919~20110925,의뢰인,8,20110613,2011-09-29,69304
20110919~20110925,챔프,9,20112082,2011-09-07,521364
20110919~20110925,카운트다운,10,20111914,2011-09-29,42335
20110912~20110918,가문의 영광4 - 가문의 수난,1,20112272,2011-09-07,2127899
20110912~20110918,최종병기 활,2,20110302,2011-08-10,6814078
20110912~20110918,파퍼씨네 펭귄들,3,20111571,2011-09-07,721043
20110912~20110918,통증,4,20110303,2011-09-07,602165
20110912~20110918,챔프,5,20112082,2011-09-07,473055
20110912~20110918,혹성탈출: 진화의 시작,6,20110896,2011-08-17,2723331
20110912~20110918,푸른소금,7,20110301,2011-08-31,743551
20110912~20110918,콜롬비아나,8,20111671,2011-08-31,578519
20110912~20110918,파이널 데스티네이션5,9,20112050,2011-09-08,227894
20110912~20110918,쥴리의 육지 대모험,10,20111536,2011-09-08,157395
20110905~20110911,가문의 영광4 - 가문의 수난,1,20112272,2011-09-07,862475
20110905~20110911,최종병기 활,2,20110302,2011-08-10,5797770
20110905~20110911,통증,3,20110303,2011-09-07,261541
20110905~20110911,파퍼씨네 펭귄들,4,20111571,2011-09-07,211261
20110905~20110911,혹성탈출: 진화의 시작,5,20110896,2011-08-17,2450559
20110905~20110911,푸른소금,6,20110301,2011-08-31,576270
20110905~20110911,챔프,7,20112082,2011-09-07,172314
20110905~20110911,콜롬비아나,8,20111671,2011-08-31,437910
20110905~20110911,블라인드,9,20110297,2011-08-10,2260852
20110905~20110911,파이널 데스티네이션5,10,20112050,2011-09-08,94632
20110829~20110904,최종병기 활,1,20110302,2011-08-10,5189962
20110829~20110904,혹성탈출: 진화의 시작,2,20110896,2011-08-17,2244520
20110829~20110904,푸른소금,3,20110301,2011-08-31,401659
20110829~20110904,블라인드,4,20110297,2011-08-10,2161516
20110829~20110904,콜롬비아나,5,20111671,2011-08-31,302098
20110829~20110904,마당을 나온 암탉,6,20110279,2011-07-28,2021356
20110829~20110904,가문의 영광4 - 가문의 수난,7,20112272,2011-09-07,80377
20110829~20110904,세 얼간이,8,20110899,2011-08-18,286300
20110829~20110904,개구쟁이 스머프,9,20111540,2011-08-11,1010531
20110829~20110904,통증,10,20110303,2011-09-07,38327
20110822~20110828,최종병기 활,1,20110302,2011-08-10,4409330
20110822~20110828,혹성탈출: 진화의 시작,2,20110896,2011-08-17,1800019
20110822~20110828,블라인드,3,20110297,2011-08-10,1868314
20110822~20110828,마당을 나온 암탉,4,20110279,2011-07-28,1929327
20110822~20110828,개구쟁이 스머프,5,20111540,2011-08-11,956391
20110822~20110828,세 얼간이,6,20110899,2011-08-18,220050
20110822~20110828,퀵,7,20110290,2011-07-20,3104096
20110822~20110828,돈비 어프레이드 : 어둠 속의 속삭임,8,20112141,2011-08-25,52910
20110822~20110828,행오버 2,9,20111692,2011-08-25,37741
20110822~20110828,내 여자친구의 결혼식,10,20112121,2011-08-25,36384
20110815~20110821,최종병기 활,1,20110302,2011-08-10,3233203
20110815~20110821,혹성탈출: 진화의 시작,2,20110896,2011-08-17,1028652
20110815~20110821,블라인드,3,20110297,2011-08-10,1384061
20110815~20110821,개구쟁이 스머프,4,20111540,2011-08-11,781156
20110815~20110821,마당을 나온 암탉,5,20110279,2011-07-28,1709873
20110815~20110821,퀵,6,20110290,2011-07-20,3036242
20110815~20110821,7광구,7,20119513,2011-08-04,2225436
20110815~20110821,세 얼간이,8,20110899,2011-08-18,120291
20110815~20110821,고지전,9,20119515,2011-07-20,2925790
20110815~20110821,명탐정 코난 : 침묵의 15분,10,20110911,2011-08-03,625448
20110808~20110814,최종병기 활,1,20110302,2011-08-10,1422331
20110808~20110814,7광구,2,20119513,2011-08-04,2048252
20110808~20110814,블라인드,3,20110297,2011-08-10,628209
20110808~20110814,퀵,4,20110290,2011-07-20,2803770
20110808~20110814,마당을 나온 암탉,5,20110279,2011-07-28,1291823
20110808~20110814,개구쟁이 스머프,6,20111540,2011-08-11,338113
20110808~20110814,고지전,7,20119515,2011-07-20,2821855
20110808~20110814,명탐정 코난 : 침묵의 15분,8,20110911,2011-08-03,522957
20110808~20110814,카우보이 & 에이리언,9,20111757,2011-08-11,175350
20110808~20110814,해리포터와 죽음의 성물2,10,20111009,2011-07-13,4358195
20110801~20110807,7광구,1,20119513,2011-08-04,1397840
20110801~20110807,퀵,2,20110290,2011-07-20,2349801
20110801~20110807,고지전,3,20119515,2011-07-20,2495309
20110801~20110807,마당을 나온 암탉,4,20110279,2011-07-28,889710
20110801~20110807,해리포터와 죽음의 성물2,5,20111009,2011-07-13,4249458
20110801~20110807,명탐정 코난 : 침묵의 15분,6,20110911,2011-08-03,331081
20110801~20110807,리오,7,20110657,2011-07-27,583431
20110801~20110807,퍼스트 어벤져,8,20111113,2011-07-28,499855
20110801~20110807,트랜스포머 3,9,20110659,2011-06-29,7768284
20110801~20110807,써니,10,20110193,2011-05-04,7318389
20110725~20110731,고지전,1,20119515,2011-07-20,1643915
20110725~20110731,퀵,2,20110290,2011-07-20,1443284
20110725~20110731,해리포터와 죽음의 성물2,3,20111009,2011-07-13,3761501
20110725~20110731,퍼스트 어벤져,4,20111113,2011-07-28,322828
20110725~20110731,마당을 나온 암탉,5,20110279,2011-07-28,337776
20110725~20110731,리오,6,20110657,2011-07-27,284074
20110725~20110731,트랜스포머 3,7,20110659,2011-06-29,7622352
20110725~20110731,카 2,8,20111249,2011-07-20,366552
20110725~20110731,써니,9,20110193,2011-05-04,7221423
20110725~20110731,극장판 도라에몽: 진구와 철인군단 날아라 천사들,10,20111702,2011-07-28,71292
20110718~20110724,해리포터와 죽음의 성물2,1,20111009,2011-07-13,3014989
20110718~20110724,고지전,2,20119515,2011-07-20,831009
20110718~20110724,퀵,3,20110290,2011-07-20,639258
20110718~20110724,트랜스포머 3,4,20110659,2011-06-29,7379056
